Company,Sector,Price,Market Cap,Free Float Market Cap %,6m ADV,RoE %,RoCE %,EBIT Margin %,EPS,PAT %,Stock Return %
Bharat Immunologicals & Biologicals Corporation Ltd.,Healthcare,22.5,14.29170241,0.4075,0.013779415,0.038232287,0.090680646,0.017061196,102.3116042,0.010600414,-28.34394904
SRS Ltd.,Retail,5.2,21.30959826,0.263,0.110874577,0.067517366,0.107263371,0.029883717,1826.018751,0.010618907,-75.29691211
Vikas EcoTech Ltd.,Plastic Products,16.2,60.58667989,0.5399,1.476287313,0.053450397,0.147857045,0.063047855,34.82868916,0.010804895,-20.97560976
Sakuma Exports Ltd.,Trading,66.85,16.15290137,0.3097,0.025776826,0.214351189,0.087915204,0.008827038,1114.177901,0.01087391,-14.89497136
Kothari Products Ltd.,Trading,169.45,74.39015658,0.25,0.019990716,0.087129023,0.145245778,0.023218377,891.8384239,0.010890209,-26.91395299
CCL International Ltd.,Misc.,26.7,7.538134275,0.5558,0.000136573,0.028288726,0.055644073,0.023765746,125.1540716,0.01091763,-79.85665787
Venus Remedies Ltd.,Healthcare,102.5,17.25218759,0.674,0.163777208,0.011085804,0.057421427,0.093064581,268.9460091,0.010970047,-18.77971474
Punjab Chemicals & Crop Protection Ltd.,Chemicals,266.3,48.03500595,0.552,0.072191155,0.182243674,0.158464551,0.049955744,117.6017342,0.011028501,43.86817936
Tanla Solutions Ltd.,IT,59.1,88.22365148,0.693,0.262585101,0.004383401,0.008181391,0.00288727,27.48598227,0.01105194,22.23371251
Simplex Infrastructures Ltd.,Infra.,285.95,208.0996185,0.4399,0.042543497,0.047386148,0.10405586,0.068360304,298.0510029,0.01113757,-10.02202643
Cybertech Systems & Software Ltd.,IT,85.35,33.99478907,0.6202,0.080907499,0.01167498,0.020903657,-0.032808076,18.41205988,0.011183643,43.44537815
Trent Ltd.,Cons. Disc.,200,977.6896369,0.6739,0.21606078,0.022157106,0.074172019,0.003822993,24.37327665,0.011217189,20.98481641
Loyal Textile Mills Ltd.,Textile ,604.9,42.85772347,0.265,0.002545476,0.118306491,0.113618369,0.056182502,326.8885714,0.011299314,-4.889937107
Nagarjuna Agrichem Ltd.,Chemicals,22.8,52.36956695,0.2519,0.020032753,0.048053233,0.115296059,0.025990101,142.3564569,0.011347866,-13.47248577
Mahindra CIE Automotive Ltd.,Auto Anc,188.75,1049.781627,0.2526,0.338781364,0.049737273,0.09753639,0.036663136,53.0577013,0.011352089,-23.84506758
Precision Wires India Ltd.,Metals & Mining,118,40.1499337,0.4033,0.037709137,0.051595451,0.128900021,0.031509713,219.3713573,0.011421765,31.32999444
Globus Spirits Ltd.,Alcohol,91.6,38.8057196,0.4315,0.25811698,0.019475273,0.050824392,0.034421966,151.1084464,0.011715808,21.64674635
GP Petroleums Ltd.,Auto & Auto Anc.,86.65,64.98671161,0.2776,0.1367382,0.038418826,0.108689262,0.027227384,62.67148232,0.011760912,1.049562682
Machino Plastics Ltd.,Auto & Auto Anc.,218.45,19.72444658,0.2647,0.003693148,0.040869584,0.068455873,0.034869084,99.60429491,0.011808782,-1.996410947
Bharat Seats Ltd.,Auto & Auto Anc.,55.1,25.45071954,0.2556,0.014669596,0.186918986,0.122561948,0.023223103,272.6616816,0.011845343,0.639269406
Opto Circuits (India) Ltd.,Misc.,9.9,35.28923258,0.7172,0.215819768,0.006777988,0.04193581,0.121954336,336.3966214,0.011936473,-36.33440514
Redington (India) Ltd.,Misc.,95.95,564.3639017,0.918,0.314867863,0.172063777,0.17472608,0.020833341,559.1225184,0.011983892,-17.99145299
Ion Exchange (India) Ltd.,Cap. Goods,305.2,65.84678451,0.5596,0.031266419,0.063060104,0.171639815,0.049246302,121.5673874,0.012142682,-16.61202186
Crompton Greaves Ltd.,Cap. Goods,61.75,569.3082145,0.6562,3.661088199,0.046152526,0.076602428,0.015626048,246.1432954,0.012285612,-7.379631018
Dynamatic Technologies Ltd.,Industrials,2922,272.5756918,0.4887,0.093107777,0.099901186,0.140086961,0.063389058,59.7569794,0.012413819,26.43603557
Clariant Chemicals (India) Ltd.,Chemicals,702,238.3557134,0.3576,0.124821434,0.01325643,0.003910164,-0.008314983,43.88413372,0.012485619,-10.52195526
Hatsun Agro Products Ltd.,FMCG,380.1,850.8262985,0.2529,0.036617187,0.18460559,0.146442405,0.035553683,34.47337847,0.012614701,31.58623555
Wanbury Ltd.,Healthcare,61.45,18.05108214,0.5103,0.018304646,0.033294041,0.052040763,0.066509205,276.9067229,0.012843941,-26.14182692
Elgi Rubber Company Ltd.,Agri,45.05,33.16787862,0.3735,0.009711552,0.020105504,-0.021399011,-0.04206037,132.5950721,0.012869787,51.68350168
Rajesh Exports Ltd.,Retail,504.75,2192.298587,0.4608,2.115185018,0.214579141,0.185013896,0.023863673,230.1825783,0.012978051,-28.51579096
Future Enterprises Ltd.,Retail,17,117.8268252,0.4808,0.160599629,0.035054674,0.054183283,0.049783853,993.7991608,0.013064472,-12.46138002
Riddhi Siddhi Gluco Biols Ltd.,Chemicals,365,38.3168691,0.251,0.00386059,0.000629303,0.044260521,-0.200426107,11.89434342,0.013384414,3.458049887
Intrasoft Technologies Ltd.,IT,416.95,90.35558137,0.5248,0.21033949,0.058504269,0.078552092,0.008987634,37.95120067,0.013385425,1.844162189
Supreme Petrochem Ltd.,Chemicals,222,315.1431868,0.3916,0.134545699,0.096457548,0.188277969,0.026277328,84.16928276,0.01346635,96.02649007
Heritage Foods Ltd.,FMCG,889.55,303.5697311,0.601,0.674170697,0.15039625,0.169591205,0.023972119,68.28633713,0.013483093,54.32859126
Dion Global Solutions Ltd.,IT,74.4,35.2709446,0.4038,0.011241295,0.022028905,0.06386822,0.064178397,81.86546382,0.013541256,-44.51901566
Shrenuj & Company Ltd.,Diamond & Jewellery,3.15,8.938773881,0.5812,0.03376526,0.074799224,0.065576,0.044370487,6136.311392,0.013547586,-80.49535604
Sphere Global Services Ltd.,IT,65.15,16.74164393,0.3792,0.041754444,0.015851665,0.065763214,0.056600271,11.40733119,0.013614171,-24.76905312
Nahar Poly Films Ltd.,Textile ,59.25,21.4303971,0.2984,0.019753,0.029058647,0.082804413,0.056531146,145.5919758,0.013653435,-2.469135802
Gitanjali Gems Ltd.,Diamond & Jewellery,61.5,107.3092648,0.6712,0.833155493,0.039114848,0.081115277,0.089949861,1069.904041,0.013803602,43.85964912
Jain Irrigation Systems Ltd.,Industrials,91.95,640.076098,0.691,7.211251742,0.040171968,0.091469094,0.087061022,96.12372684,0.014088238,23.01003344
Sunflag Iron & Steel Company Ltd.,Iron & Steel,35.85,95.0407005,0.5094,0.135511067,0.045675377,0.124835974,0.067261,184.8250266,0.014129649,40.58823529
Alok Industries Ltd.,Textiles,3.55,71.92524567,0.6371,0.244679366,0.063865011,0.134831597,0.15101896,2238.718805,0.014446617,-46.61654135
Lumax Industries Ltd.,Auto & Auto Anc.,822.15,113.0514487,0.2643,0.119505361,0.093499457,0.085558768,0.02025924,101.0654314,0.01446752,77.34037964
Hitech Plast Ltd.,Plastic Products,160.95,40.66532478,0.2557,0.053165057,0.054869774,0.112442572,0.051708678,114.3083948,0.014521163,-22.60158692
Rajapalayam Mills Ltd.,Textile ,572.55,62.1244513,0.4683,0.013867697,0.029530108,0.069678738,0.077120429,62.55916823,0.014537674,43.7123494
Gravita India Ltd.,Metals & Mining,39.75,40.03506072,0.2683,0.143548725,0.063532153,0.073905637,0.026141396,125.2115998,0.014562563,28.43295638
NCL Industries Ltd.,Const. Materials,120.4,61.87783063,0.5095,0.208237559,0.060197875,0.143802041,0.074858829,96.93676942,0.014837693,-23.23876315
Sundaram-Clayton Ltd.,Auto & Auto Anc.,2994.45,891.2027646,0.25,0.032086739,0.139816544,0.178364985,0.042177445,127.2405164,0.014853114,45.80046743
Godawari Power & Ispat Ltd.,Iron & Steel,68.2,32.86225265,0.3511,0.026606622,0.039884932,0.096215658,0.100223184,728.793557,0.014893654,-1.302460203
Ravindra Energy Ltd.,Power,46.8,80.86055892,0.239,0.000274264,0.034216749,0.051757233,0.017041903,68.65658702,0.01489658,131.6831683
Wheels India Ltd.,Auto & Auto Anc.,1186.6,210.0250302,0.25,0.033543995,0.080007505,0.134431213,0.048457727,94.26828784,0.015076747,9.394302572
Mangalore Chemicals & Fertilizers Ltd.,Chemicals,50.6,88.21515509,0.25,0.019566629,0.060378281,0.072541401,0.05059988,292.3285457,0.015169959,7.659574468
Kushal Tradelink Ltd.,Paper,580.05,1012.257176,0.3341,1.476287313,0.11594539,0.1249335,0.045866631,4.277644163,0.015242227,586.0437611
Kirloskar Brothers Ltd.,Cap. Goods,178.75,208.8017694,0.3463,0.178598796,0.041737287,0.084731331,0.035098324,130.6432078,0.015385725,9.797297297
Deepak Fertilisers & Petrochemicals Corporation Ltd.,Agri Inputs,225.8,292.978455,0.4893,0.261672334,0.040522703,0.075872684,0.044339837,130.1915835,0.015538759,38.27311696
Texmaco Rail & Engineering Ltd.,E&C,113,349.6286085,0.4526,0.48425998,0.009195654,0.033403132,0.010492832,12.54404214,0.015573142,-25.46174142
Emami Paper Mills Ltd.,Paper,124.45,110.7547242,0.2502,0.010255475,0.020819651,0.040539504,0.048784944,47.04281499,0.015834282,143.5420744
Harita Seating Systems Ltd.,Auto & Auto Anc.,720.65,82.36908243,0.3365,0.056202076,0.122324893,0.149850214,0.0389724,70.26402176,0.015861544,68.71122556
Samtex Fashions Ltd.,Textile ,12.27,13.44682193,0.5051,0.00256019,0.167835764,0.11319431,0.052042123,1390.992738,0.015985516,-28.86956522
Flexituff International Ltd.,Plastic Products,187,68.44784484,0.6712,0.10604455,0.050624258,0.084850674,0.057312862,171.6033577,0.016014126,-9.17921321
KEI Industries Ltd.,Electricals,134.9,154.3817848,0.5061,0.217837758,0.113046252,0.220022051,0.083399618,130.7036969,0.016160949,13.12368973
Seshasayee Paper & Boards Ltd.,Paper,730.4,135.5250579,0.5655,0.071115485,0.041326198,0.085855841,0.059287872,74.85246756,0.016255298,209.8197243
Ushdev International Ltd.,Trading,205,102.0841447,0.456,0.000323677,0.181807763,0.160518711,0.032684892,882.1101775,0.016436522,-33.87096774
Kalpataru Power Transmission Ltd.,E&C,259.75,586.3692461,0.4054,0.21491995,0.055281943,0.10834628,0.079433142,122.7590524,0.016572168,3.198251887
Heidelberg Cement India Ltd.,Cement,109.6,365.3544517,0.3061,0.378186738,0.031907655,0.090987483,0.090305633,44.76266793,0.016631773,42.33766234
Shristi Infrastructure Development Corporation Ltd.,Realty,294.5,96.17386992,0.2505,0.001067056,0.006133327,0.059593153,0.29239359,16.02246241,0.016678108,141.1957412
Signet Industries Ltd.,Plastic Products,22.45,97.2139756,0.2976,0.254319806,0.140144036,0.188637422,0.077005411,67.50741248,0.016731011,-64.39333862
Subros Ltd.,Auto & Auto Anc.,167.25,147.5888892,0.5999,0.231771666,0.065109302,0.08091596,0.048063696,81.44094766,0.016755716,58.6059744
Cosmo Films Ltd.,FMCG,346.4,99.05916437,0.5649,0.503008959,0.074858223,0.082290079,0.042179283,166.2420646,0.01683285,11.47224457
Onward Technologies Ltd.,IT,69.55,15.47018846,0.353,0.01158765,0.110162113,0.124873089,0.035438874,122.3645528,0.016904361,-35.54216867
Pratibha Industries Ltd.,Infra.,15.05,22.37251441,0.5305,0.17422477,0.080710893,0.141626593,0.119585282,1414.903503,0.016973649,-67.87620064
JRI Industries & Infrastructure Ltd.,Infra.,2.63,1.027452548,0.6683,0.000893429,0.005376686,0.008073683,0.025853719,62.30360723,0.017183741,-88.33702882
Prakash Steelage Ltd.,Iron & Steel,1.35,3.475294442,0.4683,0.01164088,0.102025524,0.153821702,0.050209882,3231.886298,0.017343681,-90.94567404
Suryalakshmi Cotton Mills Ltd.,Textile ,136.05,33.36665111,0.4406,0.234773489,0.039000817,0.082907899,0.060667018,211.2915371,0.017418215,6.1646508
Sical Logistics Ltd.,Logistics,205.9,168.4081913,0.3392,0.130531519,0.032902654,0.039102308,0.046224887,49.12231368,0.017515654,38.60652979
Asian Granito India Ltd.,Const. Materials,235.85,104.3854597,0.6248,0.453164778,0.052476851,0.085040636,0.045607148,81.04735108,0.017529209,30.84604716
Hindalco Industries Ltd.,Metals & Mining,160.75,4885.743491,0.6231,24.73202607,0.046321853,0.061786658,0.04832707,213.4395721,0.017531173,99.56548728
CESC Ltd.,Utilities,640.2,1248.352673,0.5008,3.137705128,0.03330407,0.077749484,0.124940474,88.64986826,0.017550962,24.94145199
Hinduja Ventures Ltd.,Media & Ent.,503.95,152.3822407,0.2918,0.023748773,0.017408644,0.035533546,0.042474662,49.53877804,0.017830578,11.81495452
Bannari Amman Spinning Mills Ltd.,Textile ,307.05,71.15840038,0.4445,0.008842198,0.049441733,0.077662173,0.077765036,95.62097569,0.018062279,22.13603819
Asahi India Glass Ltd.,Auto Anc,188.45,673.8790397,0.4559,0.122338167,0.145689028,0.130092881,0.094097409,31.14164229,0.018140925,14.00483969
Steel Exchange India Ltd.,Iron & Steel,85.8,95.90315857,0.5097,0.239833911,0.082095565,0.178446136,0.095907019,163.2238777,0.018181022,97.46835443
Mastek Ltd.,IT,173.95,59.599287,0.5027,0.263670386,0.031936465,0.059641078,0.016977457,169.89866,0.018230588,-10.10335917
Rane (Madras) Ltd.,Auto & Auto Anc.,419,64.78319673,0.4215,0.070002685,0.094049904,0.106988478,0.045154581,120.2287073,0.018244145,18.69688385
Inox Leisure Ltd.,Media & Ent.,228.2,323.7960825,0.513,0.416882542,0.034786126,0.071205167,0.046158934,31.40287838,0.018253112,-2.955560281
CMI FPE Ltd.,Cap. Goods,451.1,32.76621557,0.25,0.003884427,0.03006006,-0.011950239,-0.080248425,66.93903955,0.018282628,15.37084399
Surya Roshni Ltd.,Iron & Steel,185.3,119.4752901,0.3668,0.509465421,0.065933821,0.095661205,0.058466878,239.1371635,0.018287786,12.03143894
Ansal Properties & Infrastructure Ltd.,Realty,15.15,35.07861559,0.5093,0.029382678,0.012722592,0.024190003,0.069610936,316.1940063,0.01842828,-40.93567251
Garware Polyester Ltd.,Plastic Products,132.6,45.31649444,0.3942,0.007039125,0.028997985,0.072905918,0.049620401,197.7841868,0.019034048,4
Raymond Ltd.,Textiles,511.35,461.7107625,0.5815,1.25479094,0.068701908,0.10454656,0.049561317,115.4969092,0.019373229,20.94370861
Shiva Texyarn Ltd.,Textile ,240.95,76.57559691,0.2506,0.054576818,0.06116688,0.094253787,0.080609505,60.76202064,0.019428793,89.12872841
Mcleod Russel India Ltd.,Misc.,141.25,227.4289804,0.5011,1.405549212,0.015074513,0.036626009,0.031718674,72.37224988,0.019453755,-17.7344205
Rain Industries Ltd.,Cement,53.7,265.6922929,0.589,0.324789263,0.075670819,0.080623508,0.071873916,449.2786324,0.01955351,40.94488189
Technofab Engineering Ltd.,Infra.,184.6,28.48564143,0.5178,0.011255887,0.03822042,0.097746934,0.058892156,147.4643525,0.01966378,0.846763179
Bharat Petroleum Corporation Ltd.,Oil & Gas,664.85,14143.64595,0.4507,22.7486364,0.228965658,0.172118614,0.027827419,171.5247263,0.019820691,45.7524937
Winsome Textile Industries  Ltd.,Textile ,58.05,16.92484471,0.6619,0.001839217,0.098442933,0.156304497,0.125080854,383.7401826,0.019893012,-14.56953642
PTC India Ltd.,Utilities,77.6,337.8971004,0.8378,1.349110481,0.092536277,0.127934354,0.071401852,411.4027609,0.019941473,14.70805617
HBL Power Systems Ltd.,Auto & Auto Anc.,38.2,142.1682778,0.2587,0.192360922,0.048217784,0.084919731,0.063805189,94.97916278,0.020114013,-15.29933481
Ricoh India Ltd.,Misc.,193.45,113.1678489,0.264,0.074674054,0.21485781,0.1934861,0.074776227,144.7248504,0.020228108,-75.14294892
Gennex Laboratories Ltd.,Healthcare,6.63,12.33767091,0.7764,0.016177754,0.025534026,0.045473991,0.035669422,25.85330249,0.020378121,-44.84193012
Aegis Logistics Ltd.,Logistics,130.45,640.9281825,0.3707,0.760913767,0.20712042,0.25512042,0.030763282,61.09888295,0.0205618,24.53460621
Zodiac Clothing Company Ltd.,Textile ,176.8,50.76686132,0.3916,0.005687487,0.030852272,0.050706982,0.029490731,77.60138448,0.020662108,-35.94202899
Safal Herbs Ltd.,FMCG,5.11,7.516916369,0.8932,1.476287313,0.003349032,0.002389494,0.028006824,1.91395837,0.020852064,-50.86538462
Sayaji Hotels Ltd.,Hospitality,163,42.00402613,0.2507,0.00045525,0.028126501,0.045647855,0.011279098,34.00823996,0.020861291,8.666666667
Visaka Industries Ltd.,Const. Materials,190.1,44.40966205,0.6246,0.14453289,0.064878457,0.089462767,0.051723078,229.9346928,0.021143198,51.65536498
APL Apollo Tubes Ltd.,Iron & Steel,953.1,330.7382318,0.5936,0.141596867,0.142180676,0.174163767,0.0534804,91.1227282,0.021166131,22.16881369
KDDL Ltd.,Cons. Durable,198.5,29.44758159,0.5239,0.039855474,0.175108516,0.160564096,0.071954666,139.8119241,0.021204127,-43.89485585
Kalindee Rail Nirman (Engineers) Ltd.,Cap. Goods,118.6,28.7996603,0.5713,0.127684543,0.039197068,0.073312663,0.046517744,107.1264279,0.02126277,-23.45918038
Petronet LNG Ltd.,Oil & Gas,373.75,4123.455494,0.5,7.052107228,0.158405732,0.154012554,0.028445139,95.79574718,0.021403789,39.35495899
JMT Auto Ltd.,Auto & Auto Anc.,18.8,139.3357393,0.2827,0.162915203,0.061064572,0.094749795,0.065784987,31.73965289,0.021435995,-55.74387947
Rossell India Ltd.,Agri,101.35,54.71002585,0.2526,0.01456516,0.01429349,0.053897147,0.077616656,25.79190885,0.021614711,-34.44372574
Archidply Industries Ltd.,Const. Materials,58.95,19.13403393,0.2733,0.05014368,0.049488028,0.10055605,0.059344344,135.9482734,0.021797306,-0.590219224
Amines & Plasticizers Ltd.,Chemicals,29.65,23.99739554,0.2684,0.002979532,0.216062032,0.22880139,0.066454157,125.7726487,0.02183409,-6.319115324
Mangalam Cement Ltd.,Const. Materials,273.9,107.5526075,0.8672,0.189880333,0.039392393,0.0676519,0.061640354,85.71130179,0.021890825,37.77665996
Panama Petrochem Ltd.,Auto & Auto Anc.,104.05,61.72755231,0.5087,0.017379226,0.072575483,0.108195859,0.035310594,130.4616609,0.021991589,40.22911051
Indo Amines Ltd.,Chemicals,79.25,38.37385418,0.2615,0.006106201,0.12244284,0.141313499,0.052256958,60.98037453,0.022435399,41.77101968
Singer India Ltd.,Cons. Durable,218.65,34.5540799,0.25,0.017950759,0.148833169,0.229505765,0.027726583,82.47026135,0.022844638,-18.83815887
Automotive Axles Ltd.,Auto & Auto Anc.,624.1,138.7376159,0.2896,0.120365864,0.070657994,0.054897377,0.043490046,66.47656398,0.022856399,-11.02715803
Safari Industries (India) Ltd.,Plastic Products,1009.2,61.60899961,0.3802,0.003662769,0.11237164,0.113617966,0.043569439,35.1189003,0.023062983,2.456852792
GRP Ltd.,Agri,1441.5,28.27301301,0.5738,0.006827698,0.07245747,0.043602196,0.02268565,120.0685968,0.023330479,46.41206643
Aplaya Creations Ltd.,Trading,18,38.0759028,0.9043,0.002295343,0.01254406,0.018243638,0.034354518,3.113130071,0.023621668,7.087798168
Responsive Industries Ltd.,Plastic Products,67.65,265.6169892,0.3958,0.002460068,0.061929709,0.053952383,0.038166913,79.30433992,0.023636835,-39.92007105
Minda Industries Ltd.,Auto & Auto Anc.,327.05,381.6390523,0.2911,0.474075793,0.155521087,0.149189686,0.030478136,58.34349987,0.023659223,78.6182414
Godrej Industries Ltd.,Conglomerate,442.55,2188.270946,0.2523,2.064048161,0.073681791,0.079525646,0.042076765,42.18175092,0.023792835,16.53719552
Asian Star Company Ltd.,Diamond & Jewellery,695,163.6470249,0.2535,6.14E-05,0.131426386,0.081253778,0.038404331,196.842057,0.024037165,0.578871201
Pincon Spirit Ltd.,Alcohol,66.1,42.86679009,0.6718,0.419705372,0.349196362,0.205262178,0.04684137,161.4758284,0.024068361,-1.855976244
IFB Agro Industries  Ltd.,Alcohol,401.45,55.31665968,0.3501,0.029201228,0.067200514,0.120764935,0.03661822,107.572204,0.024149089,-18.37958727
Escorts Ltd.,Auto,328.25,591.8778887,0.5699,7.382284219,0.053774001,0.045667225,0.02235039,69.48527861,0.024164292,96.49805447
Elgi Equipments Ltd.,Cap. Goods,185.6,432.6148057,0.681,0.061192578,0.066580707,0.078120589,0.040382905,30.37965836,0.024241613,44.04346139
Sona Koyo Steering Systems Ltd.,Auto & Auto Anc.,62.95,183.9307586,0.4767,0.207703818,0.119875292,0.159946305,0.072104881,84.43207715,0.024404919,9.764603313
Pearl Global Industries Ltd.,Textile ,138.85,44.24886002,0.3342,0.014325171,0.04970538,0.05399829,0.033012964,231.3589874,0.024586389,-39.18090232
Themis Medicare Ltd.,Healthcare,580.05,77.06097832,0.3287,0.026310376,0.086796156,0.105605546,0.039011499,26.19763003,0.024816538,13.1473715
Sanghvi Movers Ltd.,Cap. Goods,218.15,138.9125733,0.5312,0.221600796,0.011846981,0.062662275,0.189707137,22.18899216,0.025045988,-37.30421038
IG Petrochemicals Ltd.,Chemicals,238.4,107.9948755,0.2778,0.193123167,0.120868918,0.16446789,0.052717119,110.0104236,0.025234496,83.45517507
Polyplex Corporation Ltd.,Plastic Products,371.85,174.9554765,0.4997,0.100322658,0.036942116,0.022949701,0.021350792,183.1415777,0.025257773,48.68052779
Federal-Mogul Goetze (India) Ltd.,Auto & Auto Anc.,495.55,405.5383961,0.2502,0.104852804,0.070726341,0.160314271,0.059421327,31.16582036,0.02541353,43.24324324
Finolex Industries Ltd.,Home Building,446.75,815.5282577,0.4753,0.281541911,0.080223774,0.119501282,0.062471314,30.36251996,0.025547733,47.68595041
GATI Ltd.,Logistics,116.85,151.3102625,0.5922,2.177413825,0.064349899,0.130142891,0.064360995,108.9225524,0.025799249,-26.50943396
ABC Bearings Ltd.,Auto & Auto Anc.,152.55,25.91868804,0.6124,0.014294395,0.033989508,0.051677943,0.060399901,62.78496803,0.025871011,24.63235294
Good Luck Steel Tubes Ltd.,Iron & Steel,92.7,30.00852125,0.3954,0.06747396,0.169603586,0.135270548,0.044182259,358.5307956,0.025941123,-15.41970803
Vinyl Chemicals India Ltd.,Chemicals,63.6,17.15563698,0.4957,0.035263692,0.382139292,0.614058962,0.039657228,257.3845215,0.0260667,2.086677368
LT Foods Ltd.,FMCG,338.4,132.7275969,0.3281,0.051259018,0.168686413,0.113798108,0.079443893,206.0296098,0.02632944,24.89389186
Sathavahana Ispat Ltd.,Iron & Steel,66.8,50.01647296,0.6305,0.047683116,0.135358452,0.078896513,0.072327019,195.8577084,0.026357396,69.32826362
Modison Metals Ltd.,Cap. Goods,58.55,27.94862322,0.4835,0.008426395,0.047412734,0.084034202,0.058222273,61.35985002,0.026706733,6.165004533
Jamna Auto Industries Ltd.,Auto & Auto Anc.,183.55,215.0228932,0.5209,0.731296633,0.155647252,0.230445119,0.057893012,50.92517284,0.026867389,26.5862069
Tiger Logistics (India) Ltd.,Logistics,256.3,39.8607181,0.27,0.040690839,0.233595065,0.304999647,0.038394068,61.67075236,0.02701119,49.88304094
Pitti Laminations Ltd.,Cap. Goods,52.4,20.79920775,0.4,0.035289743,0.081548602,0.107154097,0.072387498,163.9695627,0.027357198,9.623430962
Gufic Biosciences Ltd.,Healthcare,59.05,67.18913319,0.3002,0.058347037,0.156072379,0.183833827,0.068723128,22.55596892,0.027449397,4.328621908
Pennar Industries Ltd.,Iron & Steel,41.15,72.85057626,0.6364,0.15676773,0.0922624,0.182131648,0.075892857,180.1825143,0.027456119,-27.42504409
Nilkamal Ltd.,Plastic Products,1400.55,307.439561,0.3587,1.394171447,0.103584559,0.132796635,0.052137754,61.62475297,0.027657718,-0.203078239
Bombay Burmah Trading Corporation Ltd.,Misc.,544.75,559.1091513,0.3409,0.689572669,0.158891863,0.287815737,0.085382559,146.602959,0.027723333,11.29839616
Everest Industries Ltd.,Const. Materials,210.5,47.65155583,0.5113,0.063197229,0.11148657,0.115723202,0.045917274,258.3891079,0.027792571,-23.52406903
Alicon Castalloy Ltd.,Auto & Auto Anc.,377.4,68.04204111,0.29,0.0252431,0.169265404,0.180519748,0.062793601,104.8705929,0.027804213,4.833333333
TVS Motor Company Ltd.,Auto,387.1,2705.298776,0.426,8.223850379,0.232109951,0.210533119,0.041151393,38.11660321,0.027973133,35.13702217
Reliance Communications Ltd.,Telecom,33.8,1237.533235,0.4115,10.94645009,0.019608381,0.048168642,0.136079396,200.2936107,0.027977165,-59.97631735
Caprihans India Ltd.,Plastic Products,99.3,19.18510232,0.2807,0.007158233,0.063575686,0.09625449,0.026183968,131.3288279,0.027981109,1.017293998
Maral Overseas Ltd.,Textile ,31.1,18.9893896,0.2505,0.009917115,0.195270707,0.09040023,0.033926741,341.4693751,0.028006129,-20.15404365
Mangalam Drugs & Organics Ltd.,Healthcare,143.85,33.49357909,0.4924,0.216903509,0.2354194,0.156524963,0.07328776,65.85856334,0.028061885,-39.25253378
Motherson Sumi Systems Ltd.,Auto Anc,331.65,6846.671263,0.3439,10.93591358,0.308971686,0.254757105,0.053068943,50.51389014,0.028065473,17.98292423
Thomas Cook (India) Ltd.,Misc.,193.95,1046.144825,0.3228,0.506993733,0.072043416,0.170040874,0.061694545,24.80939232,0.028070968,-3.000750188
BS Ltd.,Infra.,2.7,17.54259554,0.3318,0.30914856,0.136676087,0.207899025,0.091778691,1523.804696,0.028139098,-90.40852575
ISGEC Heavy Engineering Ltd.,Industrials,4807.7,520.0173695,0.3773,0.095617219,0.139483997,0.347147473,0.048270555,76.03258529,0.028149945,-7.562007306
RSWM Ltd.,Textile ,440.25,152.5192362,0.4856,0.13935954,0.209050226,0.141889978,0.070128023,196.9167087,0.028165135,19.2766188
Jay Bharat Maruti Ltd.,Auto & Auto Anc.,306.85,97.72436264,0.4144,0.183636706,0.192419819,0.196777227,0.051904906,132.4401577,0.028201378,87.73325176
Kwality Ltd.,FMCG,129.5,446.2863755,0.3505,1.198524212,0.304589411,0.194280855,0.055611583,131.7166515,0.02832605,-5.680990532
Sunil Hitech Engineers Ltd.,Cap. Goods,12.4,68.95027102,0.4383,1.546516744,0.137738705,0.191108176,0.076878268,266.3524411,0.028450745,-8.351810791
Shipping Corporation Of India Ltd.,Shipping,63.65,436.1298375,0.3625,0.513159157,0.018748709,0.032611774,0.009093645,95.99068076,0.028826401,-32.43099788
BPL Ltd.,Healthcare,67.15,48.28795773,0.3676,0.604289349,0.002686411,0.016245062,-0.043701998,4.946753461,0.028886172,75.78534031
Pasupati Acrylon Ltd.,Textile ,25.1,32.91028688,0.3413,0.056493393,0.194054248,0.254782305,0.046815416,163.1716557,0.028938407,14.35079727
Somany Ceramics Ltd.,Const. Materials,475.3,296.3068507,0.4847,0.104889404,0.188090678,0.210903014,0.052475471,52.0786069,0.029343058,21.31189382
West Coast Paper Mills Ltd.,Paper,133.75,129.9505866,0.4456,0.363503238,0.081159861,0.077582793,0.073010667,126.8459145,0.029404804,82.84347232
Chambal Fertilisers & Chemicals Ltd.,Agri Inputs,85.95,526.1817674,0.4266,0.491150349,0.133536483,0.092329481,0.053037755,185.0642668,0.029534561,32.12913144
Century Enka Ltd.,Textile ,286.5,92.08875315,0.7475,0.249337735,0.050801894,0.090624132,0.059842597,132.3212616,0.029543795,44.29614707
Lakshmi Mills Company Ltd.,Textile ,2340,23.95470756,0.4034,0.001721507,0.048994508,0.071433999,0.042963831,92.38271828,0.02955263,2.183406114
ABB India Ltd.,Cap. Goods,1044.35,3255.464835,0.25,0.567819292,0.084072618,0.147283018,0.059346176,23.75473363,0.0298399,-3.085560505
Blue Star Ltd.,E&C,492,691.3467353,0.6096,0.243540596,0.203855243,0.149226585,0.039012481,46.02525097,0.029921991,30.43478261
Revathi Equipment Ltd.,Cap. Goods,573.15,25.85787428,0.2742,0.006023441,0.041233688,0.110845289,0.108827136,63.08407189,0.029977563,-20.63832733
